"time","od","flu","phi","growth_rate","production_rate","Condition","strain"
0,0.1114375,22.25,199.693434090191,0.903732771131336,109.036338308261,0,"BL21-lacIDE3"
0.279166666666667,0.11355,16.125,142.003258654991,1.02883884159927,153.925123399095,0,"BL21-lacIDE3"
0.558055555555556,0.1276125,21.375,167.50662111399,1.03254782092755,157.869448289432,0,"BL21-lacIDE3"
0.836944444444444,0.1497375,25.875,172.832088395712,0.945630111729161,137.575682917495,0,"BL21-lacIDE3"
1.11555555555556,0.184325,30.125,163.445476808586,0.73523441495509,133.771205380579,0,"BL21-lacIDE3"
1.39444444444444,0.22365,34.125,152.584385507688,0.580944253689827,110.356589515115,0,"BL21-lacIDE3"
1.67333333333333,0.2588625,38.625,149.211221175,0.505901637025861,107.495230981457,0,"BL21-lacIDE3"
1.95222222222222,0.301475,43.625,144.746560069304,0.411170037273982,101.276479559235,0,"BL21-lacIDE3"
2.23111111111111,0.3443125,50.125,145.648239118824,0.338429867087992,91.1878964243036,0,"BL21-lacIDE3"
2.51,0.381125,56.625,148.706805008969,0.25949925639814,81.125059016423,0,"BL21-lacIDE3"
2.78888888888889,0.419375,64.375,153.770300447163,0.186887564342324,77.9474363256762,0,"BL21-lacIDE3"
3.06777777777778,0.4521375,72.5,160.741967480721,0.15252405492304,70.291290936306,0,"BL21-lacIDE3"
3.34666666666667,0.483,81.75,169.706064289737,0.135523719658797,59.5336278119974,0,"BL21-lacIDE3"
3.62555555555556,0.5134875,91.25,178.186554693262,0.114994579556008,58.333825983103,0,"BL21-lacIDE3"
3.90444444444444,0.5387375,101.125,188.139468945399,0.0974789595657693,44.9605270084699,0,"BL21-lacIDE3"
4.18333333333333,0.558975,110.75,198.525277749531,0.0688502982055362,38.633216850397,0,"BL21-lacIDE3"
4.46194444444444,0.57615,119.875,208.497742110093,0.0520022921365443,36.0163055696916,0,"BL21-lacIDE3"
4.74083333333333,0.59335,128,216.260812802433,0.0367195648087901,25.8430984457153,0,"BL21-lacIDE3"
5.01972222222222,0.6099,135.75,223.118537630679,0.0197453979888024,22.8853167652681,0,"BL21-lacIDE3"
5.29861111111111,0.6273875,143.125,228.837442941145,0.00493039302366062,15.919691300027,0,"BL21-lacIDE3"
5.5775,0.64475,149.25,232.243543879131,-0.00167744017528192,12.5059277282159,0,"BL21-lacIDE3"
5.85638888888889,0.6495875,154.25,238.260050122421,-0.0115534973087585,15.9343574079235,0,"BL21-lacIDE3"
6.13527777777778,0.648325,157.125,243.183719418566,-0.00742234348843419,9.45820398663217,0,"BL21-lacIDE3"
6.41416666666667,0.646,159.875,248.345421184318,-0.0103870926252537,8.44021525843286,0,"BL21-lacIDE3"
6.69305555555556,0.642525,162.125,253.257727293473,-0.00839409791848743,11.568790416603,0,"BL21-lacIDE3"
6.97194444444444,0.6423875,164.125,256.584011593869,-0.00367202739678846,8.32891594409405,0,"BL21-lacIDE3"
7.25083333333333,0.6400625,165.5,259.684554902942,-0.00881955977431378,10.5540255434183,0,"BL21-lacIDE3"
7.52972222222222,0.639825,167.625,263.173606751078,-0.000780965855364138,9.96107433047902,0,"BL21-lacIDE3"
7.80833333333333,0.637925,168.875,265.962362541171,-0.00231929086482645,8.40036528500357,0,"BL21-lacIDE3"
8.08722222222222,0.636425,170.875,269.680418876986,-0.00319631810561744,13.3764719714302,0,"BL21-lacIDE3"
8.36611111111111,0.635975,172.625,272.73558556682,-0.000531334904257363,11.7534557155257,0,"BL21-lacIDE3"
8.645,0.6337,174,275.841446803177,0.00440103942295314,11.1974492789869,0,"BL21-lacIDE3"
8.92388888888889,0.635425,176.375,278.858748023645,0.00230716575708584,12.1274880282913,0,"BL21-lacIDE3"
9.20277777777778,0.635725,178.125,281.528208651315,0.00248702809479325,13.9710733605393,0,"BL21-lacIDE3"
9.48166666666667,0.6342875,180.375,285.700135461744,0.00518351567422208,11.0412125829282,0,"BL21-lacIDE3"
9.76055555555556,0.6343375,182.375,288.787767189439,0.000104720139903243,14.1570376447969,0,"BL21-lacIDE3"
10.0394444444444,0.635325,184.625,291.969206235824,0.00239274173302245,11.9296489745178,0,"BL21-lacIDE3"
10.3183333333333,0.635775,186.375,294.571763141474,0.00296537020056992,14.1389435518754,0,"BL21-lacIDE3"
10.5972222222222,0.636025,189.125,298.737106456508,-0.00330937249700788,10.8018449109273,0,"BL21-lacIDE3"
10.8761111111111,0.6369625,191.375,301.815499556863,0.0085292293352691,15.5446595749542,0,"BL21-lacIDE3"
11.1547222222222,0.63785,193.625,304.840555929516,0.0041135139006838,14.2386459984432,0,"BL21-lacIDE3"
11.4336111111111,0.63915,196,307.939767159096,0.00414506977506133,15.5070451063792,0,"BL21-lacIDE3"
11.7125,0.6395625,198.25,311.189562315736,0.00633790471756304,16.0473263641948,0,"BL21-lacIDE3"
11.9913888888889,0.6369125,200.375,315.612431920627,0.0106176401471657,18.1524846457882,0,"BL21-lacIDE3"
12.2702777777778,0.638475,202.75,318.639481793002,0.000902402388876322,13.3200582545017,0,"BL21-lacIDE3"
12.5491666666667,0.6398125,205.5,322.3258238268,0.00839235933374327,20.235750422568,0,"BL21-lacIDE3"
12.8280555555556,0.6398875,208.25,326.500318775679,0.00697177417710137,19.072397902855,0,"BL21-lacIDE3"
13.1069444444444,0.6416125,211.25,330.281705743681,0.0102812008335044,16.4194938163803,0,"BL21-lacIDE3"
13.3858333333333,0.644125,214.375,333.884513637786,0.00809981190283662,18.718052603507,0,"BL21-lacIDE3"
13.6647222222222,0.6445,217.375,338.232677929205,0.0105362307941674,19.3440877643797,0,"BL21-lacIDE3"
13.9436111111111,0.645375,220.625,342.738357048899,0.0149872659129398,20.9641370730335,0,"BL21-lacIDE3"
14.2222222222222,0.646825,224,347.224619103589,0.0120498620778765,18.1414857980647,0,"BL21-lacIDE3"
14.5011111111111,0.6484625,227.625,351.92370092727,0.0077131960505297,17.3896134359924,0,"BL21-lacIDE3"
14.78,0.6494875,231,356.717096676162,0.01748447326101,22.6034007997923,0,"BL21-lacIDE3"
15.0588888888889,0.651575,233.875,359.983760204131,0.0141285721069334,20.327937648609,0,"BL21-lacIDE3"
15.3377777777778,0.6549,237.625,364.016225138504,0.0124502965069917,19.3626472552826,0,"BL21-lacIDE3"
15.6166666666667,0.657325,241.25,368.253149507927,0.0120391896423279,16.5174387526627,0,"BL21-lacIDE3"
15.8955555555556,0.6587875,244.625,372.436668201939,0.0210492636115866,12.4060842946074,0,"BL21-lacIDE3"
16.1744444444444,0.6620875,248.5,376.429358207335,0.0383172655014896,18.4866441133978,0,"BL21-lacIDE3"
16.4533333333333,0.6646125,252,380.385186811808,0.058492290518376,18.1121410653882,0,"BL21-lacIDE3"
16.7322222222222,0.6670625,255.75,384.595620041184,0.0798555580505011,14.0164179681578,0,"BL21-lacIDE3"
17.0111111111111,0.6695625,259.625,388.853096236335,0.0994958155785451,18.1061381711027,0,"BL21-lacIDE3"
17.29,0.671775,263.375,393.277880139659,0.117737371118324,15.3329370442008,0,"BL21-lacIDE3"
17.5686111111111,0.6730625,268,399.53973567677,0.144935578152001,20.580110478623,0,"BL21-lacIDE3"
0,0.114275,22.625,198.05063700052,0.953373908371355,97.5863465966002,1,"BL21-lacIDE3"
0.279166666666667,0.1160875,16.375,141.152811376756,1.10355952996902,154.564285786517,1,"BL21-lacIDE3"
0.558055555555556,0.12985,21.75,167.594093331958,1.12934076574254,152.218032477971,1,"BL21-lacIDE3"
0.836944444444444,0.1519,26.625,175.344497685477,0.994138152022372,141.914172171956,1,"BL21-lacIDE3"
1.11555555555556,0.1855875,30,161.698173000442,0.796555507356168,133.054706484106,1,"BL21-lacIDE3"
1.39444444444444,0.2266625,34.125,150.594379729537,0.688889106855128,117.002415820661,1,"BL21-lacIDE3"
1.67333333333333,0.2665625,38.75,145.448552638461,0.535470366238964,109.397662305043,1,"BL21-lacIDE3"
1.95222222222222,0.3126875,44.625,142.778026458232,0.431340785950668,101.943199620297,1,"BL21-lacIDE3"
2.23111111111111,0.3600625,50.625,140.644604301467,0.389815840407365,93.4744881688689,1,"BL21-lacIDE3"
2.51,0.4015875,57.75,143.893670561458,0.332978548289304,80.3608117521412,1,"BL21-lacIDE3"
2.78888888888889,0.448375,66,147.314651158687,0.265221516619466,72.8909616861337,1,"BL21-lacIDE3"
3.06777777777778,0.4910875,74.625,152.102922951356,0.222138637670272,66.5594442608242,1,"BL21-lacIDE3"
3.34666666666667,0.5330125,84.125,157.981277787423,0.193992780874223,60.4398825092413,1,"BL21-lacIDE3"
3.62555555555556,0.5720375,93.625,163.934124231973,0.174121888307644,52.3009263129225,1,"BL21-lacIDE3"
3.90444444444444,0.60525,103.875,172.164878175762,0.141303912902952,42.6744734120612,1,"BL21-lacIDE3"
4.18333333333333,0.6393375,114.5,179.728031546915,0.0926141813872908,38.3159451296899,1,"BL21-lacIDE3"
4.46194444444444,0.6642375,123.875,187.203920635611,0.0577664981687283,28.0740792966446,1,"BL21-lacIDE3"
4.74083333333333,0.6879625,132.375,193.169764617472,0.0492728885659459,25.8782356051677,1,"BL21-lacIDE3"
5.01972222222222,0.7119,141,198.964912913684,0.0449509718547805,21.2259793255598,1,"BL21-lacIDE3"
5.29861111111111,0.739125,148,201.250614840329,0.0373536805895398,16.3675284378017,1,"BL21-lacIDE3"
5.5775,0.7627125,154.125,203.135401289322,0.0254042505566553,16.1984673540707,1,"BL21-lacIDE3"
5.85638888888889,0.773525,159.375,207.120464790825,0.0166816353317597,16.2805906594984,1,"BL21-lacIDE3"
6.13527777777778,0.778025,163.5,211.18502636792,0.00842442356230814,11.8786872002053,1,"BL21-lacIDE3"
6.41416666666667,0.7795625,166.625,214.915501768864,0.00645191578084288,14.3542784898734,1,"BL21-lacIDE3"
6.69305555555556,0.7770625,169.875,219.919702393043,0.0126419047025662,11.6482010797084,1,"BL21-lacIDE3"
6.97194444444444,0.7835125,172.875,222.06542830344,0.00732265950252987,13.0911434130009,1,"BL21-lacIDE3"
7.25083333333333,0.7832875,175.5,225.587854682304,0.0082452749411824,12.618712020167,1,"BL21-lacIDE3"
7.52972222222222,0.7881125,178.25,227.71817449798,-0.000943874486270721,13.5167315762285,1,"BL21-lacIDE3"
7.80833333333333,0.7879,181.125,231.405117002874,0.00785837866974065,12.724904152601,1,"BL21-lacIDE3"
8.08722222222222,0.7880625,183.75,234.7593692228,0.0153681151203182,14.6465848003231,1,"BL21-lacIDE3"
